chrom	start	end	haarhuis_2017.WT	sanborn_2015.WT	T-MAU2	T-mCherry	T-MAU2_Dox_1H
chr1	11800000	12000000	1.070685041627184	0.8665163059797022	0.9964160505251712	0.8607487129080903	0.9785952370820944
chr1	12000000	12200000	0.923886413167457	0.6834496086919634	0.6170980579518148	0.493271798838742	0.6262138649483946
chr1	12200000	12400000	0.7264681613470679	0.565013323817	0.5239203440836128	0.4633112504962831	0.5079648443985121
chr1	12400000	12600000	0.8606246684918502	0.6113798272270584	0.3874441400735058	0.3396590485337691	0.3137960707978303
chr1	12600000	12800000	0.4316333851415054	0.08559991093965	-0.4573111733312713	-0.4981615268975533	-0.4306432866814504
chr1	12800000	13000000		-0.4635064621986003			
chr1	13000000	13200000					
chr1	13200000	13400000					
chr1	13400000	13600000	0.3413610921309498	-0.1034148830827187	-0.6444844184325567	-0.6942463120836873	-0.6672725701389357
chr1	13600000	13800000	0.6103216448749359	0.3772506955344053	0.218459718658391	0.1987461750083543	0.2761096461171206
chr1	13800000	14000000	0.1930182040061803	-0.3475782762184353	-0.8791207952552615	-1.0721378602678309	-0.9264006261086098
chr1	14000000	14200000	0.0868521327706643	-0.6302688282353167	-1.3968343413794135	-1.5040943278880492	-1.2580841495809687
chr1	14200000	14400000	0.0465764800117422	-0.5521140657388894	-1.348056346535676	-1.4075465784444126	-1.2161715077914337
chr1	14400000	14600000	0.255618592882724	-0.1984870721616782	-0.8487328595787226	-0.8155839650999994	-0.9233833034523772
chr1	14600000	14800000	0.2216526302226757	-0.2569054437276681	-1.1601163592482786	-1.2102833733825915	-1.0857865438774634
chr1	14800000	15000000	0.235132732101135	-0.1426051154780527	-0.8839153399871721	-0.9696766125987828	-0.8862344318117454
chr1	15000000	15200000	0.3516222113522853	0.1792078949330806	-0.2156019940358564	-0.2524604711946487	-0.2690760849907796
chr1	15200000	15400000	0.59131679506355	0.5458276614162116	0.0934889561481865	0.1287393040105027	0.1098173995319288
chr1	15400000	15600000	0.9699011371474148	0.8284919666581809	0.6934464175760878	0.7086951817792468	0.8189779634331794
chr1	15600000	15800000	1.0873160066799017	1.0101721388221758	1.06605779267366	0.994143464828976	1.1660841675470852
chr1	15800000	16000000	1.2918446508759809	1.11578161808209	1.3911563986260147	1.1819154057532109	1.4451878661427862
chr1	16000000	16200000	1.0261447604424718	1.0688134564136078	1.2377505261729704	1.0821285578804989	1.2360028086568646
chr1	16200000	16400000	1.1956569348468506	1.0979733795668225	1.4327885620527592	1.280049113848666	1.322516828302908
chr1	16400000	16600000	1.0510484112168146	1.0356850896289542			
chr1	16600000	16800000	1.0771077871924462	1.0693081429479507			
chr1	16800000	17000000	0.993547752395172	1.023728096802279			
chr1	17000000	17200000	0.9170093513919332	0.6636286407749659	0.8134227824986214	0.7894525083000401	0.9072086162330594
chr1	17200000	17400000	0.7436828127965969	0.4970046700191532	0.6636680105735748	0.5583996653592068	0.7660353884171103
chr1	17400000	17600000	0.8599123834882559	0.7154266625065703	0.91855189139363	0.8262170163806754	0.8435264233924723
chr1	17600000	17800000	0.4624562893534621	0.1949448645750992	0.4598108432436972	0.4213874042954529	0.5287299104533509
chr1	17800000	18000000	0.3922872202978016	-0.0214623081607585	-0.045571812253259	0.0070937305916948	0.0553753861288939
chr1	18000000	18200000	0.4339243198675686	0.0287889923286179	-0.8137766370199113	-0.6248469169660955	-0.7977200045621291
chr1	18200000	18400000	0.5371152807795788	0.1532040510462684	-0.932165297230132	-0.5755372068953835	-0.8489468818994275
chr1	18400000	18600000	0.535497173084325	0.2343939051234267	-0.5803374777951364	-0.1937040534587325	-0.5617014493126599
chr1	18600000	18800000	0.5092088009005131	0.1887052556484948	-0.6551826231592843	-0.4331294795663837	-0.6342750345293554
chr1	18800000	19000000	0.6255032230292857	0.4362924130821327	-0.0046332382670515	0.030594444485005	0.0619955165514444
chr1	19000000	19200000	0.884056932943461	0.7721612210384875	0.6208497899142414	0.4512157111005443	0.6751142780088693
chr1	19200000	19400000	0.881870218319341	0.7754139051987506	0.956640905897369	0.7385144015893859	1.0171632914160176
chr1	19400000	19600000	0.9305935393352004	0.8004711991579487	0.7990689700329208	0.6705934786833314	0.7677559020562131
chr1	19600000	19800000	0.7275601671497138	0.5840523205126307	0.4220632181614928	0.4275820541392987	0.3944569159999267
chr1	19800000	20000000	0.6099384863114639	0.3402192552657155	-0.1995965750073491	-0.2126763034977085	-0.263096013114943
chr1	20000000	20200000	0.5148997048022708	0.1854425436162342	-1.282486925394548	-1.190905823510542	-1.1217732076876792
chr1	20200000	20400000	0.5280456186464397	0.1406611323672921	-1.0020889474525645	-0.9418841868401182	-0.9797852409700448
chr1	20400000	20600000	0.5549185940184225	0.3985834329337107	0.1202102848804219	0.0770804280388864	0.0182775146979474
chr1	20600000	20800000	0.7352351173808215	0.6586047477265599	0.7839701227628355	0.6848220523780636	0.854262442862003
chr1	20800000	21000000	0.8515442094444172	0.8701183140658353	0.9876155049820964	0.9239413698272404	1.0627831433796124
chr1	21000000	21200000	0.8054851294219698	0.7911396042421527	1.0810639598747012	0.9064635152836948	0.9169350911072331
chr1	21200000	21400000	0.5760245102270573	0.4864576869290332	0.6514231114245949	0.5465933702239815	0.6449122789462831
chr1	21400000	21600000	0.5919151221275252	0.5813085885492042	0.7054301330267658	0.5952915458788416	0.6846618869299161
chr1	21600000	21800000	0.8238347000190395	0.7102262759022319	0.8951796868965782	0.7599998874541704	0.7949623112935748
chr1	21800000	22000000	0.736210303455019	0.695163929279804	0.7977555137979094	0.6368583487876492	0.6468835743948007
chr1	22000000	22200000	0.5623323958233962	0.5258740074180209	0.6639660631246461	0.6028611410218633	0.6512061205966466
chr1	22200000	22400000	0.6060605185235538	0.4992149231205124	0.3728436171268553	0.4051052804160116	0.4675101183601549
chr1	22400000	22600000	0.5264949158573815	0.5034884626908026	0.5948403203505992	0.5624062444649227	0.5367284290544554
chr1	22600000	22800000	0.5725567092584564	0.5178015836700611	0.4668521419891138	0.4656808738356688	0.4422686227382152
chr1	22800000	23000000	0.5971244838239828	0.4690653035660995	0.483229182655165	0.5764846276512295	0.5169931600846129
chr1	23000000	23200000	0.8142098724861473	0.703923210024526	0.9526005513717616	0.7593269360792396	0.8107822689889116
chr1	23200000	23400000	0.8828627776310817	0.8194898754064158	0.928377379980728	0.8958836771207016	0.950041576061382
chr1	23400000	23600000	0.980607250272183	0.8908804158498653	0.9905184319634704	0.8772695767988861	1.0311781866021477
chr1	23600000	23800000	0.9292513518404631	0.7890255199866766	0.9013810817433447	0.8802215335432948	0.9245182285256702
chr1	23800000	24000000	0.8675411640154815	0.8219128420171129	0.9390229533839008	0.8897342162443868	0.982740354229678
chr1	24000000	24200000	0.729886326547257	0.6926341583926366	0.7049320844769642	0.7604340093452139	0.7021808090298355
chr1	24200000	24400000	0.7098584706433463	0.6348037883441174	0.6244788778322173	0.6155113658657481	0.6487853178274
chr1	24400000	24600000	0.7644987030321189	0.7692483310872084	0.7421272126897213	0.7194559094972219	0.7856277258221218
chr1	24600000	24800000	0.7619754495368417	0.7617232988755823	0.8333142552654984	0.8232759440534643	0.8654134640611323
chr1	24800000	25000000	0.5977737823084167	0.6267568871527134	0.6127401940125139	0.6923041991425933	0.6921549750829215
chr1	25000000	25200000	0.6325296390567596	0.6047954650958931	0.4263781231077411	0.532060954882036	0.557235475325911
chr1	25200000	25400000	0.6829173592233315	0.6510355483371606	0.768114466114043	0.7522275074792388	0.6704245420657409
chr1	25400000	25600000	0.84843018415606	0.7304245393557735	0.8180848720747705	0.7851403518003764	0.8672416234370214
chr1	25600000	25800000	0.8318932480846282	0.7371866265761087	0.6587326851849127	0.6890617636275667	0.7867033844087843
chr1	25800000	26000000	0.8116358960747697	0.7873204885068981	0.8490249882932864	0.8248679173771981	0.9391134468013512
chr1	26000000	26200000	0.910955936126305	0.8117223922837123	0.960147739737094	0.8244038779795194	0.8915430436893711
chr1	26200000	26400000	1.0027046759849263	0.8469902266530456	0.9748891331836116	0.888134733110968	1.0337429295967602
chr1	26400000	26600000	0.96953284051466	0.8490458987546685	0.94360653077023	0.8504768177154127	0.9721782339709576
chr1	26600000	26800000	1.1213510958016566	0.9772646643655096	1.1175878674900572	0.9976443339199476	1.1581766399346582
chr1	26800000	27000000	0.8914719185605272	0.8179016736673737	0.9432658727602607	0.8490342816344117	0.904622766385342
chr1	27000000	27200000	0.8277683267595546	0.7715924237507676	0.9135305123144828	0.813453979827959	0.9529003345064886
chr1	27200000	27400000	0.8575855970638336	0.7866316413745646	0.964466293888486	0.8677084856960383	1.0116257185387874
chr1	27400000	27600000	0.9334497981190002	0.8971638129021766	0.8818153312940633	0.9278797267017856	0.9053754010323162
chr1	27600000	27800000	0.7420250153003203	0.7603073425155866	0.8112091138493062	0.8330577658255834	0.8819147048812754
chr1	27800000	28000000	0.7961351544214295	0.8213787139261551	0.9737517953534708	0.898090841595935	1.093205351901851
chr1	28000000	28200000	0.9224003946193844	0.8002689242156936	1.1671729775886113	0.9056960129312844	1.0229089117776664
chr1	28200000	28400000	0.9272629413463273	0.8107966327526469	1.014776048818355	0.9690066393356048	1.0569515967122889
chr1	28400000	28600000	0.9768868996023228	0.8289528111762113	1.0813111958131978	0.9804071749243242	1.124150063066575
chr1	28600000	28800000	0.8194319531134282	0.717337517170614	0.9657773325825474	0.8296272704249997	1.062594094395966
chr1	28800000	29000000	0.7390451041237581	0.718228847401149	0.8693826549116906	0.7733510346704286	0.9780421900387378
chr1	29000000	29200000	0.6931551142026549	0.6933237828677721	0.8355333762944502	0.7575288838412514	0.826250298715187
chr1	29200000	29400000	0.4234135106352037	0.343177407608349	0.3852674843415232	0.2820689876999414	0.3632160841570221
chr1	29400000	29600000	0.3862749204590306	0.0780970673258274	-0.1883519878773555	-0.3065256640186332	-0.161653706568488
chr1	29600000	29800000	0.2867966525006398	-0.0563061236009272	-0.5893430263869481	-0.8471565196763747	-0.648297271161321
chr1	29800000	30000000	0.2546315082844136	-0.0997231058839287	-0.9468954927608962	-1.1830289727053414	-0.9419013493750384
chr1	30000000	30200000	0.2439865236980053	0.0619492397770618	-0.2522169531632945	-0.6368776386740133	-0.267799607533265
chr1	30200000	30400000	0.3477165191958587	0.093945859372642	-0.3284225998381145	-0.6767114280575132	-0.3145318613249862
chr1	30400000	30600000	0.3179322361678457	-0.117261603445896	-1.0173349266271754	-1.1562161422255743	-0.9661616981944862
chr1	30600000	30800000	0.3802373988677776	0.2066405935419961	-0.2500196964155208	-0.2859697356495577	-0.1350467269146925
chr1	30800000	31000000	0.7950524416633313	0.79487502492154	0.6730457290761337	0.6562929433734206	0.8378550912878189
chr1	31000000	31200000	0.9314105342785052	0.8341969520452712	0.9293675660966684	0.921084581333986	0.9701541173919862
chr1	31200000	31400000	0.8506274725919798	0.7491451366203573	0.7982566066895824	0.7558595166623072	0.9413964592542096
chr1	31400000	31600000	0.7135494634984211	0.6411961923995934	0.5528887233895976	0.5750207591423986	0.6643624305313333
chr1	31600000	31800000	0.8484998013659013	0.8351803111054518	0.8256753770117017	0.7392695166084641	0.8626896924765973
chr1	31800000	32000000	0.986318340100828	0.9006116006783266	0.969802078287707	0.8976645043593153	0.9765359741013104
chr1	32000000	32200000	1.1537389038634245	0.9995385463178628	1.178962982326001	0.9659859517770384	1.1906743352097813
chr1	32200000	32400000	1.0602415452428404	0.959123371026541	1.0887095938502012	0.965226145979304	1.143082200510962
chr1	32400000	32600000	0.9000173251691973	0.8993338014054685	1.0606979371311325	0.9346765995924952	1.135440691877027
chr1	32600000	32800000	1.1038285276631528	1.0069075780097982	1.2540640173298208	1.037909295393872	1.1880261813896786
chr1	32800000	33000000	0.9467353790032068	0.9359533710874424	1.086009983787681	0.9336824730806692	1.157171818274701
chr1	33000000	33200000	0.8031975474147243	0.7773716969209992	0.8317285386995296	0.7466040822061139	0.8080849762927665
chr1	33200000	33400000	0.7128682925941874	0.6668149366422782	0.4058832700354478	0.3523119591877484	0.4041762107058027
chr1	33400000	33600000	0.3866603660823213	0.0167378471783417	-0.6839432491249966	-0.6160662903509744	-0.4810080421107187
chr1	33600000	33800000	0.0776473309088716	-0.4944253124509035	-1.3734959792067565	-1.5172216620625325	-1.276916565438916
chr1	33800000	34000000	0.0789270623912688	-0.6207405498624292	-1.4672488462316435	-1.6839684363656418	-1.452730560415325
chr1	34000000	34200000	0.1396916960835528	-0.5806393728863293	-1.453142718329176	-1.5915240359335634	-1.385316229520435
chr1	34200000	34400000	0.0064379761183993	-0.6566529301082985	-1.4465218611725126	-1.6289580450567511	-1.3055454656596464
chr1	34400000	34600000	0.0481512766828959	-0.593467131912524	-1.3862940948272011	-1.5568074618665697	-1.3631781860350651
chr1	34600000	34800000	0.1948134584167077	-0.2780365963154486	-1.2314633672498918	-1.2287245051262077	-1.127934034840892
chr1	34800000	35000000	0.5753733039031548	0.3212016045449281	-0.1612265116309453	-0.0822060837832237	0.0181772811882782
chr1	35000000	35200000	0.8250421919818468	0.6663025801711592	0.7667491261083448	0.5553627980068868	0.768625762497887
chr1	35200000	35400000	0.8716316237512264	0.7574526407691236	0.9655906905079582	0.8004010509607978	1.018630916147888
chr1	35400000	35600000	0.901269212663385	0.7893395578736536	1.0492099128421712	0.7962069962256261	0.982649732130913
chr1	35600000	35800000	0.9594344035776388	0.8403441127464814	0.9670047300474252	0.8424155603345678	1.102106142139592
chr1	35800000	36000000	1.04712257218581	0.9783441607415834	1.0376635851234886	0.9278290967485816	1.1083862156849535
chr1	36000000	36200000	1.0191045709000752	0.8663263708152662	0.9769171824573822	0.7506673213121441	0.9781730102220888
chr1	36200000	36400000	1.0992260057736178	0.9294978738073756	1.0580791017752122	0.8437569514107859	1.0655732377237426
chr1	36400000	36600000	0.6375039290577014	0.4888043968686131	0.1364023919247144	0.0799744977796348	0.1993607788078323
chr1	36600000	36800000	0.4481731856833232	0.019075580436446	-1.0536909297961965	-1.1048990885065453	-0.9932440393340828
chr1	36800000	37000000	0.524055419834281	-0.0677235342362291	-1.380044045179442	-1.529884244170921	-1.3546603821877623
chr1	37000000	37200000	0.4658205954126736	-0.1012899884939642	-1.4371792862348236	-1.5471366721460855	-1.316171250125235
chr1	37200000	37400000	0.5853821295490251	0.1249913047707518	-1.0171915648427312	-1.1781702395180378	-1.090259610925947
chr1	37400000	37600000	0.6749153125829138	0.4558578133710803	0.1701278623423049	0.1150219068017573	0.1929153658594381
chr1	37600000	37800000	0.7348452469874214	0.5960579676772692	0.308327151762868	0.209389212549653	0.3935283058410527
chr1	37800000	38000000	0.8663800094437899	0.7849058407026576	0.6433987716146543	0.5670874566105277	0.6904795705307898
chr1	38000000	38200000	0.6435643975196016	0.446037334819464	-0.1853797589525682	-0.1238636143354446	-0.1083879935420103
chr1	38200000	38400000	0.6104840395109988	0.1995018116431355	-1.037993622386669	-0.8272136544798664	-0.9078054228639056
chr1	38400000	38600000	0.4614742083938867	0.0750254832880116	-1.0459830906773482	-0.9309365552771572	-0.9139958343500854
chr1	38600000	38800000	0.4993663249387386	0.2018205355420185	-0.6173247683714812	-0.4783755041036588	-0.5624842421214253
chr1	38800000	39000000	0.5412776161883706	0.4370269289774253	0.2720035775236615	0.2852097943086003	0.2364536124419076
chr1	39000000	39200000	0.6641347384013483	0.5360405057663232	0.7124816815882336	0.6340846685292846	0.6341845307384882
chr1	39200000	39400000	0.7095934474964783	0.4789091423246358	0.5347117987303213	0.574158766012556	0.5833832067540424
chr1	39400000	39600000	0.8030621783063061	0.7088047761524039	0.6707562068340821	0.6816541739639048	0.8124851849047386
chr1	39600000	39800000	0.777968984963945	0.7919844325979168	0.8268912145827401	0.8164281949234823	0.8829993409562515
chr1	39800000	40000000	0.9884666962157664	0.9731749686801175	1.1489345270790503	1.0405191577037602	1.0691349454225656
chr1	40000000	40200000	0.9302535827142384	0.883481408783749	1.0722840695564242	0.987498980597839	1.0713685017837606
chr1	40200000	40400000	0.9409761456373976	0.940323529859392	1.0928804339519438	1.060392677114777	1.176695628354646
chr1	40400000	40600000	0.880000133437183	0.6567510151681308	1.122552092287639	1.0035762624051665	1.0414617864464537
chr1	40600000	40800000	1.1562033438707733	0.9558914410135404	1.1673857631989706	1.00611381172222	1.1769247289552744
chr1	40800000	41000000	0.9700515971881212	0.9626649440507336	1.0628507473074025	0.9299322448079864	1.0166052823488356
chr1	41000000	41200000	0.8178523894417837	0.7302759083266205	0.7276015732819281	0.7344288293149409	0.8041999913632732
chr1	41200000	41400000	0.8616069538448408	0.8015640896636913	0.3380984258678332	0.3432129677733694	0.3902231515802602
chr1	41400000	41600000	0.6538930985227585	0.4461420315480724	-0.6294160300834509	-0.6728309274509919	-0.5221696705368791
chr1	41600000	41800000	0.5778401911118889	0.1591130256965078	-1.5123476808919702	-1.649429811974786	-1.4391587308736018
chr1	41800000	42000000	0.5892631310930566	0.0785399771122491	-1.552274546718617	-1.6199009258333306	-1.3940465457292663
chr1	42000000	42200000	0.4881946387697271	0.1729810211060225	-0.8010449549409823	-0.8717240378822521	-0.718268234443015
chr1	42200000	42400000	0.7359831470897233	0.5242838384583997	0.3463130575109039	0.1802566881508468	0.3816823520580623
chr1	42400000	42600000	0.6353246945232863	0.4523751682091336	0.3266230181226295	0.1214633542403713	0.2333934093321983
chr1	42600000	42800000	0.7701314418361723	0.6733796309161939	0.6212141618043772	0.5282518082532978	0.6089032031445406
chr1	42800000	43000000	0.9307538321774014	0.7378644898620427	0.7049149012128609	0.6736403984370417	0.5886957343750693
chr1	43000000	43200000	0.8242683670695532	0.5894141449765752	0.6393601671909644	0.6153048757167163	0.7051381711924664
chr1	43200000	43400000	0.9248837391568756	0.7183161742749559	0.6843755710829794	0.7039325974146754	0.7121143230477163
chr1	43400000	43600000	0.883500906773395	0.720418028884366	0.7420161139663737	0.7345458150644069	0.6969570850360558
chr1	43600000	43800000	1.0574094639960143	0.8784651940688536	0.919615771495068	0.8951696227995892	0.8821731422747783
chr1	43800000	44000000	1.0245646237590038	0.9289103893829808	0.8593883108014487	0.9759112956507164	1.0708990751045504
chr1	44000000	44200000	0.7820830705725347	0.6966091290115921	0.6627810266552158	0.6971544915652532	0.7310940551088096
chr1	44200000	44400000	1.085876253190608	1.0513191966699786	0.9681499211819876	0.912536424405968	0.9187707959115016
chr1	44400000	44600000	1.2390868178578116	1.1278056344980654	0.9608508479808832	0.9989226670928976	0.9705133216419634
chr1	44600000	44800000	1.0801532287321094	0.9188956312497376	1.0018056703425215	0.9275559892779494	0.9314977757237252
chr1	44800000	45000000	1.1229390016916898	0.8648503613269681	0.9327340475043662	0.9772931331065028	0.973201040178737
chr1	45000000	45200000	1.104975713213153	0.8564178224179343	0.911586678031221	0.8655411553874444	0.947400854862696
chr1	45200000	45400000	1.0280928772940614	0.7372493813987968	0.8008954474013684	0.8176079372968323	0.8258091382895985
chr1	45400000	45600000	1.020241720975405	0.8675959749274219	0.8860998485339278	0.8773513264006628	0.9759710903249694
chr1	45600000	45800000	1.1244555974228494	1.0985279087351971	1.130957244764056	1.0578606199141485	1.05791934097814
chr1	45800000	46000000	1.1088291680134867	1.0381590585435685	1.0571257501937483	1.0313913684955174	1.1690799191048922
chr1	46000000	46200000	1.1629828043671702	1.0902169942180309	0.9838167950409322	0.9997678838453884	1.073844921929555
chr1	46200000	46400000	1.2498982225835262	1.064115659585831	1.175906977516116	0.945754420825431	0.9962574932803246
chr1	46400000	46600000	0.8933644671283685	0.7447125933314832	0.8803488941166532	0.5516926016702524	0.9111079211106214
chr1	46600000	46800000	0.693859908604585	0.3559188710337954	-0.0093138360414709	0.0311262069444766	0.1404334431313923
chr1	46800000	47000000	0.2257781942975012	-0.4142997151501256		-1.2609278410635671	
chr1	47000000	47200000	0.2128540752608542	-0.1887894574199516	-0.7769442212089972	-0.7261593947038407	-0.6997100220435881
chr1	47200000	47400000	0.531344185536197	0.5060053311071551	0.3680584686783074	0.1693434610474871	0.4164757684311436
chr1	47400000	47600000	0.1947388988487005	-0.0635516838555022	-0.8311050275177726	-0.8079122864364918	-0.7732700890556782
chr1	47600000	47800000	0.0608462644875833	-0.2681360763751239	-1.175149080825952	-1.2699041182148345	-1.1822798582647678
chr1	47800000	48000000	-0.062806503368398	-0.4626571630122875	-1.2490280292502045	-1.3635352325637686	-1.1666954957285836
chr1	48000000	48200000	-0.2651443276831303	-0.6183056481077809	-1.1364818532591214	-1.2331843944717775	-1.076964502242002
chr1	48200000	48400000	-0.4048923565779444	-0.823875769137336	-1.231736733015019	-1.2996616145948063	-1.152651452160222
chr1	48400000	48600000	-0.3913856274565599	-0.7703304647210055	-1.1087877309203844	-1.2200944059417873	-1.0735006087571048
chr1	48600000	48800000	-0.288037203339781	-0.6169776390689241	-1.1630173043355088	-1.2613555182247425	-1.1593715127787108
chr1	48800000	49000000	-0.423505652880705	-0.7991187435084058	-1.1710319195009051	-1.2693965686735402	-1.077689673942591
chr1	49000000	49200000	-0.5342192636894371	-1.0557438624192776	-1.1262935082249723	-1.2676826084688069	-1.1210871382740082
chr1	49200000	49400000	-0.547180411202395	-1.002406460185728	-1.1187546068821268	-1.196455359145261	-1.0798426704544677
chr1	49400000	49600000	-0.5378380441761197	-0.999300036271224	-1.0555557133570157	-1.2978774522338263	-1.0181058143649904
chr1	49600000	49800000	-0.5961978493082583	-1.028662220110144	-1.086735578685684	-1.1752840135258469	-1.1046783342508029
chr1	49800000	50000000	-0.5281727928375064	-1.0072658277980966	-1.2441954348065676	-1.2720070175183142	-1.1298912924984046
chr1	50000000	50200000	-0.4494512668551596	-0.7834178846123613	-1.1749320034797444	-1.231483271282438	-1.0865209756071983
chr1	50200000	50400000	-0.3383382144313598	-0.5965647315392416	-0.7614653863972223	-0.8034781404638331	-0.7227731365957879
